sku,product_key,price,url,image,brand,color,color_family,fiber,yarn_weight,description
2296580,81141587,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/06-flaminglow---baby-bee-soft-snuggly-yarn/p/81141587,https://cdn.media.amplience.net/s/hobbylobby/2296580-81141587-IMGSET,Baby Bee,06 Flaminglow,multi,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: Hot Pink, White, Light Blue & Peach
Color Code: 06 Flaminglow
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
2429967,81186562,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/07-clover-brook---baby-bee-soft-snuggly-yarn/p/81186562,https://cdn.media.amplience.net/s/hobbylobby/2429967-81186562-07052024-IMGSET,Baby Bee,07 Clover Brook,blue,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: White, Blue & Green
Color Code: 07 Clover Brook
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
2430031,81186566,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/09-rainbow-bloom---baby-bee-soft-snuggly-yarn/p/81186566,https://cdn.media.amplience.net/s/hobbylobby/2430031-81186566-07052024-IMGSET,Baby Bee,09 Rainbow Bloom,pink,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: Pink, Blue, Green & Orange
Color Code: 09 Rainbow Bloom
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
2430049,81186567,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/10-splish-splash---baby-bee-soft-snuggly-yarn/p/81186567,https://cdn.media.amplience.net/s/hobbylobby/2430049-81186567-07052024-IMGSET,Baby Bee,10 Splish Splash,blue,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: Blue, Purple & White
Color Code: 10 Splish-Splash
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
2430056,81186568,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/11-stormswept---baby-bee-soft-snuggly-yarn/p/81186568,https://cdn.media.amplience.net/s/hobbylobby/2430056-81186568-07052024-IMGSET,Baby Bee,11 Stormswept,blue,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: Blue, Gray, Navy & White
Color Code: 11 Stormswept
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
2430080,81186572,6.49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/12-hug-a-tree---baby-bee-soft-snuggly-yarn/p/81186572,https://cdn.media.amplience.net/s/hobbylobby/2430080-81186572-07052024-IMGSET,Baby Bee,12 Hug A Tree,pink,100% Polyester,4 - Medium,"Content: 100% Polyester
Color: Pink, Cream & Green
Color Code: 12 Hug A Tree
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 16 Stitches x 30 Rows = 4"" x 4""
Recommended Crochet Hook: 5mm (USA: Size H-8 - UK: Size 6)
Crochet Gauge: 28 Single Crochet x 40 Rows = 4"" x 4""
Skein Weight: 4 Ounces
Skein Yardage: 236 Yards
Quantity: 1
Care:
Hand Wash, Cold
Do Not Tumble Dry
Do Not Iron
Do Not Bleach
Do Not Dry Clean"
378141,141255,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/141255,https://cdn.media.amplience.net/s/hobbylobby/378141-141255-02142025-IMGSET,I Love this Yarn,422 Oasis Beat,blue,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Blue, Turquoise, White & Seafoam Green
Color Code: 422 Oasis Beat
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
872861,155157,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/155157,https://cdn.media.amplience.net/s/hobbylobby/872861-155157-02142025-IMGSET,I Love this Yarn,434 Orange Burst,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Orange, Blue, Brown & Pink
Color Code: 434 Orange Burst
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hooks: 5.5mm (USA: Size I-9 - UK: Size 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
283069,35892,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/35892,https://cdn.media.amplience.net/s/hobbylobby/283069-35892-02142025-IMGSET,I Love this Yarn,520 Naturals Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Black, Gray, White & Brown
Color Code: 520 Naturals Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
283127,35893,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/35893,https://cdn.media.amplience.net/s/hobbylobby/283127-35893-02142025-IMGSET,I Love this Yarn,530 Green Camo Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Green, Beige, Orange & Brown
Color Code: 530 Green Camo Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
283242,35894,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/35894,https://cdn.media.amplience.net/s/hobbylobby/283242-35894-02142025-IMGSET,I Love this Yarn,550 Autumn Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Red, Pale Green, Beige  & Orange
Color Code: 550 Autumn Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
398552,35903,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/35903,https://cdn.media.amplience.net/s/hobbylobby/398552-35903-02142025-IMGSET,I Love this Yarn,510 Blue Camo Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Blue, Brown, Black & Pale Yellow
Color Code: 510 Blue Camo Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
459040,35951,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/35951,https://cdn.media.amplience.net/s/hobbylobby/459040-35951-02142025-IMGSET,I Love this Yarn,428 Plums,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Purple, Blue, White & Gray
Color Code: 428 Plums
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
652537,36495,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36495,https://cdn.media.amplience.net/s/hobbylobby/652537-36495-02142025-IMGSET,I Love this Yarn,416 Sunset,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Purple, Blue, Orange & Green
Color Code: 416 Sunset
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hooks: 5.5mm (USA: Size I-9 - UK: Size 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
569707,36525,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36525,https://cdn.media.amplience.net/s/hobbylobby/569707-36525-02142025-IMGSET,I Love this Yarn,418 Sand Dunes,brown,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: White, Brown, Black & Gray
Color Code: 418 Sand Dunes
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
600288,36530,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36530,https://cdn.media.amplience.net/s/hobbylobby/600288-36530-02172025-IMGSET,I Love this Yarn,806 Agean Stripe,blue,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Blue, White, Gray & Black
Color Code: 806 Agean Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
246371,36563,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36563,https://cdn.media.amplience.net/s/hobbylobby/246371-36563-02142025-IMGSET,I Love this Yarn,804 Surprise Stripes,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Black, White, Pink & Gray
Color Code: 804 Surprise Stripes
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hooks: 5.5mm (USA: Size I-9 - UK: Size 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
541607,36669,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36669,https://cdn.media.amplience.net/s/hobbylobby/541607-36669-02142025-IMGSET,I Love this Yarn,589 Jazzed Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Yellow, Orange, Green & Purple
Color Code: 589 Jazzed Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
860916,36983,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36983,https://cdn.media.amplience.net/s/hobbylobby/860916-36983-02172025-IMGSET,I Love this Yarn,581 Spun Sugar Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: White, Blue, Purple & Pink
Color Code: 581 Spun Sugar Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
860957,36986,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/36986,https://cdn.media.amplience.net/s/hobbylobby/860957-36986-02142025-IMGSET,I Love this Yarn,591 Songbird Stripe,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Purple, Green, Peach & Blue
Color Code: 591 Songbird Stripe
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA: Size 8 - UK: Size 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hooks: 5.5mm (USA: Size I-9 - UK: Size 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
926022,43444,4.99,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/43444,https://cdn.media.amplience.net/s/hobbylobby/926022-43444-02142025-IMGSET,I Love this Yarn,406 Dakota,multi,100% Acrylic,4 - Medium,"Content: 100% Acrylic
Color: Brown, Red, Pink & Turquoise
Color Code: 406 Dakota
Yarn Weight: 4 - Medium
Recommended Knitting Needles: 5mm (USA Size: 8 - UK Size: 6)
Knit Gauge: 18 Stitches x 23 Rows = 4"" x 4""
Recommended Crochet Hook: 5.5mm (USA Size: I-9 - UK Size: 5)
Crochet Gauge: 12 Single Crochet x 15 Rows = 4"" x 4""
Skein Weight: 5 Ounces
Skein Yardage: 252 Yards
Quantity: 1
Care:
Machine Wash, Warm
Tumble Dry, Normal
Do Not Iron
Do Not Bleach
Dry Clean, Any Solvent"
